1,2,3,4,5,6,7,8,9,10,11,0
0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1
0.105263158,0,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0
0.368421053,1,0,0,0,0,0,0,0,0,0,1
0.078947368,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0.078947368,1,0,1,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0
0.026315789,0,1,0,0,0,0,0,0,1,0,1
0.184210526,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0
0.078947368,1,0,0,1,0,0,0,0,0,0,0
0.157894737,1,0,0,0,0,0,0,0,0,0,1
0.131578947,0,0,0,0,0,0,0,0,0,0,1
0.342105263,1,1,0,1,0,0,0,0,0,0,1
0.026315789,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,0,0
0.026315789,0,0,1,0,0,1,0,0,0,0,1
0.026315789,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0
0.210526316,0,0,0,1,0,0,0,0,0,0,1
0.131578947,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,0,1
0.236842105,1,0,0,0,0,0,0,0,0,0,1
0.105263158,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0
0.184210526,0,1,0,0,0,0,0,1,0,0,1
0.105263158,1,0,0,0,0,0,0,0,1,1,1
0.026315789,0,0,1,0,0,0,0,0,0,1,1
0.552631579,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0
0.052631579,1,0,1,1,0,0,0,0,1,0,0
0.052631579,0,1,0,1,0,0,0,0,0,1,0
0.052631579,0,0,0,0,0,0,0,0,0,1,1
0.184210526,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,0,1
0.236842105,1,0,0,0,0,0,0,0,0,1,1
0.342105263,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0
0.026315789,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0
0.394736842,1,0,0,1,0,0,0,0,0,0,0
0.052631579,0,0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0
